Date,Day Name,Start of Week,Start of Month,Start of Quarter,Month Name,Month,Year,Start of Year,Month Number(DAX),Month Short,today,Day of week,Weekend,MM/YY
03-02-2022,Thursday,31-01-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,4,weekday,February 2022
04-02-2022,Friday,31-01-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,5,weekday,February 2022
05-02-2022,Saturday,31-01-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,6,weekend,February 2022
06-02-2022,Sunday,31-01-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,7,weekend,February 2022
07-02-2022,Monday,07-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,1,weekday,February 2022
08-02-2022,Tuesday,07-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,2,weekday,February 2022
09-02-2022,Wednesday,07-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,3,weekday,February 2022
10-02-2022,Thursday,07-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,4,weekday,February 2022
11-02-2022,Friday,07-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,5,weekday,February 2022
12-02-2022,Saturday,07-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,6,weekend,February 2022
13-02-2022,Sunday,07-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,7,weekend,February 2022
14-02-2022,Monday,14-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,1,weekday,February 2022
15-02-2022,Tuesday,14-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,2,weekday,February 2022
16-02-2022,Wednesday,14-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,3,weekday,February 2022
17-02-2022,Thursday,14-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,4,weekday,February 2022
18-02-2022,Friday,14-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,5,weekday,February 2022
19-02-2022,Saturday,14-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,6,weekend,February 2022
20-02-2022,Sunday,14-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,7,weekend,February 2022
21-02-2022,Monday,21-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,1,weekday,February 2022
22-02-2022,Tuesday,21-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,2,weekday,February 2022
23-02-2022,Wednesday,21-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,3,weekday,February 2022
24-02-2022,Thursday,21-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,4,weekday,February 2022
25-02-2022,Friday,21-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,5,weekday,February 2022
26-02-2022,Saturday,21-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,6,weekend,February 2022
27-02-2022,Sunday,21-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,7,weekend,February 2022
28-02-2022,Monday,28-02-2022,01-02-2022,01-01-2022,February,2,2022,01-01-2022,2,February,13-03-2026,1,weekday,February 2022
01-03-2022,Tuesday,28-02-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,2,weekday,March 2022
02-03-2022,Wednesday,28-02-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,3,weekday,March 2022
03-03-2022,Thursday,28-02-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,4,weekday,March 2022
04-03-2022,Friday,28-02-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,5,weekday,March 2022
05-03-2022,Saturday,28-02-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,6,weekend,March 2022
06-03-2022,Sunday,28-02-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,7,weekend,March 2022
07-03-2022,Monday,07-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,1,weekday,March 2022
08-03-2022,Tuesday,07-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,2,weekday,March 2022
09-03-2022,Wednesday,07-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,3,weekday,March 2022
10-03-2022,Thursday,07-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,4,weekday,March 2022
11-03-2022,Friday,07-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,5,weekday,March 2022
12-03-2022,Saturday,07-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,6,weekend,March 2022
13-03-2022,Sunday,07-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,7,weekend,March 2022
14-03-2022,Monday,14-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,1,weekday,March 2022
15-03-2022,Tuesday,14-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,2,weekday,March 2022
16-03-2022,Wednesday,14-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,3,weekday,March 2022
17-03-2022,Thursday,14-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,4,weekday,March 2022
18-03-2022,Friday,14-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,5,weekday,March 2022
19-03-2022,Saturday,14-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,6,weekend,March 2022
20-03-2022,Sunday,14-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,7,weekend,March 2022
21-03-2022,Monday,21-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,1,weekday,March 2022
22-03-2022,Tuesday,21-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,2,weekday,March 2022
23-03-2022,Wednesday,21-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,3,weekday,March 2022
24-03-2022,Thursday,21-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,4,weekday,March 2022
25-03-2022,Friday,21-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,5,weekday,March 2022
26-03-2022,Saturday,21-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,6,weekend,March 2022
27-03-2022,Sunday,21-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,7,weekend,March 2022
28-03-2022,Monday,28-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,1,weekday,March 2022
29-03-2022,Tuesday,28-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,2,weekday,March 2022
30-03-2022,Wednesday,28-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,3,weekday,March 2022
31-03-2022,Thursday,28-03-2022,01-03-2022,01-01-2022,March,3,2022,01-01-2022,3,March,13-03-2026,4,weekday,March 2022
01-04-2022,Friday,28-03-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,5,weekday,April 2022
02-04-2022,Saturday,28-03-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,6,weekend,April 2022
03-04-2022,Sunday,28-03-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,7,weekend,April 2022
04-04-2022,Monday,04-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,1,weekday,April 2022
05-04-2022,Tuesday,04-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,2,weekday,April 2022
06-04-2022,Wednesday,04-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,3,weekday,April 2022
07-04-2022,Thursday,04-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,4,weekday,April 2022
08-04-2022,Friday,04-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,5,weekday,April 2022
09-04-2022,Saturday,04-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,6,weekend,April 2022
10-04-2022,Sunday,04-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,7,weekend,April 2022
11-04-2022,Monday,11-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,1,weekday,April 2022
12-04-2022,Tuesday,11-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,2,weekday,April 2022
13-04-2022,Wednesday,11-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,3,weekday,April 2022
14-04-2022,Thursday,11-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,4,weekday,April 2022
15-04-2022,Friday,11-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,5,weekday,April 2022
16-04-2022,Saturday,11-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,6,weekend,April 2022
17-04-2022,Sunday,11-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,7,weekend,April 2022
18-04-2022,Monday,18-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,1,weekday,April 2022
19-04-2022,Tuesday,18-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,2,weekday,April 2022
20-04-2022,Wednesday,18-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,3,weekday,April 2022
21-04-2022,Thursday,18-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,4,weekday,April 2022
22-04-2022,Friday,18-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,5,weekday,April 2022
23-04-2022,Saturday,18-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,6,weekend,April 2022
24-04-2022,Sunday,18-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,7,weekend,April 2022
25-04-2022,Monday,25-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,1,weekday,April 2022
26-04-2022,Tuesday,25-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,2,weekday,April 2022
27-04-2022,Wednesday,25-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,3,weekday,April 2022
28-04-2022,Thursday,25-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,4,weekday,April 2022
29-04-2022,Friday,25-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,5,weekday,April 2022
30-04-2022,Saturday,25-04-2022,01-04-2022,01-04-2022,April,4,2022,01-01-2022,4,April,13-03-2026,6,weekend,April 2022
01-05-2022,Sunday,25-04-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,7,weekend,May 2022
02-05-2022,Monday,02-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,1,weekday,May 2022
03-05-2022,Tuesday,02-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,2,weekday,May 2022
04-05-2022,Wednesday,02-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,3,weekday,May 2022
05-05-2022,Thursday,02-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,4,weekday,May 2022
06-05-2022,Friday,02-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,5,weekday,May 2022
07-05-2022,Saturday,02-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,6,weekend,May 2022
08-05-2022,Sunday,02-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,7,weekend,May 2022
09-05-2022,Monday,09-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,1,weekday,May 2022
10-05-2022,Tuesday,09-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,2,weekday,May 2022
11-05-2022,Wednesday,09-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,3,weekday,May 2022
12-05-2022,Thursday,09-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,4,weekday,May 2022
13-05-2022,Friday,09-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,5,weekday,May 2022
14-05-2022,Saturday,09-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,6,weekend,May 2022
15-05-2022,Sunday,09-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,7,weekend,May 2022
16-05-2022,Monday,16-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,1,weekday,May 2022
17-05-2022,Tuesday,16-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,2,weekday,May 2022
18-05-2022,Wednesday,16-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,3,weekday,May 2022
19-05-2022,Thursday,16-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,4,weekday,May 2022
20-05-2022,Friday,16-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,5,weekday,May 2022
21-05-2022,Saturday,16-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,6,weekend,May 2022
22-05-2022,Sunday,16-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,7,weekend,May 2022
23-05-2022,Monday,23-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,1,weekday,May 2022
24-05-2022,Tuesday,23-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,2,weekday,May 2022
25-05-2022,Wednesday,23-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,3,weekday,May 2022
26-05-2022,Thursday,23-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,4,weekday,May 2022
27-05-2022,Friday,23-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,5,weekday,May 2022
28-05-2022,Saturday,23-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,6,weekend,May 2022
29-05-2022,Sunday,23-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,7,weekend,May 2022
30-05-2022,Monday,30-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,1,weekday,May 2022
31-05-2022,Tuesday,30-05-2022,01-05-2022,01-04-2022,May,5,2022,01-01-2022,pata nhi,May,13-03-2026,2,weekday,May 2022
01-06-2022,Wednesday,30-05-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,3,weekday,June 2022
02-06-2022,Thursday,30-05-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,4,weekday,June 2022
03-06-2022,Friday,30-05-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,5,weekday,June 2022
04-06-2022,Saturday,30-05-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,6,weekend,June 2022
05-06-2022,Sunday,30-05-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,7,weekend,June 2022
06-06-2022,Monday,06-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,1,weekday,June 2022
07-06-2022,Tuesday,06-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,2,weekday,June 2022
08-06-2022,Wednesday,06-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,3,weekday,June 2022
09-06-2022,Thursday,06-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,4,weekday,June 2022
10-06-2022,Friday,06-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,5,weekday,June 2022
11-06-2022,Saturday,06-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,6,weekend,June 2022
12-06-2022,Sunday,06-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,7,weekend,June 2022
13-06-2022,Monday,13-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,1,weekday,June 2022
14-06-2022,Tuesday,13-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,2,weekday,June 2022
15-06-2022,Wednesday,13-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,3,weekday,June 2022
16-06-2022,Thursday,13-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,4,weekday,June 2022
17-06-2022,Friday,13-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,5,weekday,June 2022
18-06-2022,Saturday,13-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,6,weekend,June 2022
19-06-2022,Sunday,13-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,7,weekend,June 2022
20-06-2022,Monday,20-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,1,weekday,June 2022
21-06-2022,Tuesday,20-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,2,weekday,June 2022
22-06-2022,Wednesday,20-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,3,weekday,June 2022
23-06-2022,Thursday,20-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,4,weekday,June 2022
24-06-2022,Friday,20-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,5,weekday,June 2022
25-06-2022,Saturday,20-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,6,weekend,June 2022
26-06-2022,Sunday,20-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,7,weekend,June 2022
27-06-2022,Monday,27-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,1,weekday,June 2022
28-06-2022,Tuesday,27-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,2,weekday,June 2022
29-06-2022,Wednesday,27-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,3,weekday,June 2022
30-06-2022,Thursday,27-06-2022,01-06-2022,01-04-2022,June,6,2022,01-01-2022,pata nhi,June,13-03-2026,4,weekday,June 2022
